burma14.txt;67;3323.0
burma14.txt;99;3323.0
burma14.txt;211;3323.0
burma14.txt;275;3323.0
burma14.txt;98;3323.0
burma14.txt;257;3323.0
burma14.txt;807;3323.0
burma14.txt;1070;3323.0
burma14.txt;198;3448.0
burma14.txt;203;3323.0
burma14.txt;160;3323.0
burma14.txt;86;3323.0
burma14.txt;205;3323.0
burma14.txt;326;3448.0
burma14.txt;312;3323.0
burma14.txt;272;3323.0
burma14.txt;538;3323.0
burma14.txt;213;3448.0
burma14.txt;145;3323.0
burma14.txt;221;3323.0
gr17.txt;336;2184.0
gr17.txt;8699;2120.0
gr17.txt;779;2090.0
gr17.txt;1284;2085.0
gr17.txt;502;2149.0
gr17.txt;1481;2085.0
gr17.txt;556;2184.0
gr17.txt;117;2184.0
gr17.txt;1264;2184.0
gr17.txt;342;2085.0
gr17.txt;740;2085.0
gr17.txt;2326;2120.0
gr17.txt;313;2085.0
gr17.txt;442;2184.0
gr17.txt;141;2090.0
gr17.txt;190;2184.0
gr17.txt;558;2149.0
gr17.txt;1711;2120.0
gr17.txt;1842;2120.0
gr17.txt;553;2153.0
gr21.txt;598;3071.0
gr21.txt;639;2952.0
gr21.txt;1494;2952.0
gr21.txt;3091;2998.0
gr21.txt;696;2998.0
gr21.txt;4075;2801.0
gr21.txt;1313;2877.0
gr21.txt;20793;3138.0
gr21.txt;610;3112.0
gr21.txt;9667;3043.0
gr21.txt;7053;2801.0
gr21.txt;3804;3239.0
gr21.txt;832;3330.0
gr21.txt;1193;3311.0
gr21.txt;691;3379.0
gr21.txt;10787;2801.0
gr21.txt;4672;2801.0
gr21.txt;2110;3234.0
gr21.txt;742;3010.0
gr21.txt;2135;2707.0
gr24.txt;4476;1330.0
gr24.txt;1876;1533.0
gr24.txt;1007;1366.0
gr24.txt;3501;1367.0
gr24.txt;15706;1405.0
gr24.txt;5431;1501.0
gr24.txt;1230;1553.0
gr24.txt;6219;1316.0
gr24.txt;9568;1336.0
gr24.txt;12092;1427.0
gr24.txt;12911;1349.0
gr24.txt;4596;1304.0
gr24.txt;2187;1342.0
gr24.txt;3820;1320.0
gr24.txt;5126;1415.0
gr24.txt;6215;1289.0
gr24.txt;13880;1488.0
gr24.txt;8866;1345.0
gr24.txt;1969;1298.0
gr24.txt;6872;1449.0
bays29.txt;2234;2213.0
bays29.txt;5616;2423.0
bays29.txt;5711;2544.0
bays29.txt;19577;2206.0
bays29.txt;23021;2347.0
bays29.txt;22754;2473.0
bays29.txt;7603;2335.0
bays29.txt;5373;2298.0
bays29.txt;9544;2275.0
bays29.txt;13045;2088.0
bays29.txt;2573;2324.0
bays29.txt;17856;2264.0
bays29.txt;10064;2145.0
bays29.txt;49665;2119.0
bays29.txt;12814;2409.0
bays29.txt;10009;2372.0
bays29.txt;48738;2146.0
bays29.txt;44227;2185.0
bays29.txt;49217;2294.0
bays29.txt;5025;2332.0
bayg29.txt;7847;1726.0
bayg29.txt;3272;1809.0
bayg29.txt;11782;1859.0
bayg29.txt;6271;1733.0
bayg29.txt;60520;1620.0
bayg29.txt;11884;1724.0
bayg29.txt;10656;1696.0
bayg29.txt;11303;1944.0
bayg29.txt;3274;1849.0
bayg29.txt;13372;1660.0
bayg29.txt;3157;1926.0
bayg29.txt;9743;1643.0
bayg29.txt;10627;1760.0
bayg29.txt;2587;2015.0
bayg29.txt;7498;1697.0
bayg29.txt;8793;1745.0
bayg29.txt;90467;1631.0
bayg29.txt;18311;1769.0
bayg29.txt;16304;1654.0
bayg29.txt;6778;1786.0
test4.txt;2;4.0
test4.txt;-57;4.0
test4.txt;0;4.0
test5.txt;0;5.0
test5.txt;0;5.0
test5.txt;0;5.0
test5.txt;0;5.0
burma14.txt;0;3323.0
burma14.txt;0;3323.0
burma14.txt;0;3323.0
burma14.txt;-1;3323.0
burma14.txt;0;3323.0
burma14.txt;0;3323.0
burma14.txt;0;3323.0
burma14.txt;0;3323.0
burma14.txt;0;3323.0
burma14.txt;0;3448.0
burma14.txt;0;3323.0
burma14.txt;0;3323.0
burma14.txt;0;3448.0
burma14.txt;0;3323.0
burma14.txt;0;3323.0
